ISBN,封面图,绘本名称,内容,评论,图书品牌,图书套装,作者,作者原名,作者国别,译者,出版社,作者获奖经历,绘本获奖经历,绘本原作名,适合年龄,责任编辑,正文语种,字数,开本,装帧,出版时间,版次,页数/页,定价/元,编辑推荐,媒体推荐,作者简介,豆瓣评分
9787534228728,,没头脑和不高兴 ,我有个邻居，今年十二岁，叫做没头脑。 他名字叫没头脑，人可有头有脑。头还挺大的，眼耳口鼻，哪样不少。他读书也聪明，绝不能没脑子。大家叫他没头脑，因为他记什么都打个折扣，缺点零头。 这孩子常上我家串门，玩了半天，走了，我把门刚给关上，嘭嘭嘭，外面敲门了。我开门一看，原来是没头脑。“对不起，我书包给忘了。”他一边脱帽子手套，一边进屋子找书包。他找到书包，走了，我把门刚给关上，嘭嘭嘭，外面又敲门了。我开门一看，还是没头脑。“对不起，我帽子给忘了。”他找到帽子，走了，我把门刚给关上，嘭嘭嘭，外面又敲门了。这回我开门也不看是谁，就把一副手套递出去：“没头脑，你的，拿去！”我进屋子一看，那不是他的书包吗？多半他回来找帽子，又把它给丢下了。 他过十二岁生日那天，我捧了大大一包东西上他家。没头脑打开一看：“瞎，叔叔，您怎么给我那么多东西呀？妈，你看，叔叔送我铅笔、本子——连名字都给我写上了——皮球、手套、手绢、《罗文应的故事》……叔叔，这顶帽子我可戴不下了……”没头脑一面翻一面嚷，他妈妈就说：“那你还不快谢谢。”我说：“不用谢了，都是他自己的。”他妈妈听了不由得直叹气：“瞧你这个没头脑，大起来可怎么做大事情啊，唉，大起来怎么得了！” 没头脑就是这么个没头脑。 有一天晚上，他家“戒严”了。怎么呐？没头脑坐下做功课，练习本怎么也找不着。桌子的一个大抽屉、四个小抽屉都给拉了出来，里面的东西倒得到处都是。弟弟妹妹一看不妙，马上蹑手蹑脚躲到屋子外面。四岁的小胖子站在屋子门口，看见有人来就摆手，叫他不要响。弟弟妹妹都知道，哥哥一找不着东西，准得拿他们出气： “我的本子，八成你们给拿走了！” “你们吵个没完，我头都给闹昏了，本子也不知搁哪儿去了！” “走开走开，别碍手碍脚的！” 一下子，桌子上、床上、地上都是翻出来的东西，大前天半天没找到橡皮，翻出来了。前天半天没找到的毛笔，翻出来了。昨天半天没找到的笔盒，翻出来了。今天早晨半天没找到的算盘，翻出来了。就没找到现在等着用的练习本。没头脑这份累呀！他在椅子上坐下来，咦，屁股上是什么呀？他一摸，屁股口袋里正是练习本！没头脑松了口气，就想做功课。可是课本呢？它刚才还在桌子上，这会儿满桌子都是书，往哪儿去找哇？没头脑一下子泄了气，看着乱七八糟的屋子直发呆。 正在这时候，妈妈回来了。“妈妈！”弟弟妹妹像大阴天看见了太阳，欢天喜地地扑过去。妈妈走进屋子一看：“唉，没头脑，又是这么回事！也不知哪天我回来能看到屋子里整整齐齐的！”妈妈一面收拾东西，一面直唠叨，“瞧你这个没头脑，大起来怎么做大事情啊，唉，大起来怎么得了！” ……,559,,,任溶溶,,,,浙江少年儿童出版社,,,,,,,,,平装,2004-1-1,,200,23.00,,,任溶溶，原名任以奇，祖籍广东鹤山，1923年生于上海。主要作品：童话《没头脑和不高兴》、《一个天才杂技演员》，故事《土土的故事》，童诗《爸爸的老师》、《我是一个可大可小的人》等。主要译作：《安徒生童话全集》、《格林童话全集》、《伊索寓言》、《木偶奇遇记》、《假话国历险记》、《长袜子皮皮》、《普希金童话诗》等。曾获国际安徒生翻译家、亚洲儿童文学奖、全国优秀儿童文学奖等奖项。,8.4,"https://book.douban.com/subject/1216165/
"
,,夏洛的网 ,,576,,,"E.B.White,怀特",,,康馨,人民文学出版社,,,,,,,,,,1979年,,171,0.35元,,,E.B.怀特(1899-1985)生于纽约蒙特弗农，毕业于康奈尔大学。多年来他为《纽约人》杂志担任专职撰稿人。怀特是一位颇有造诣的散文家、幽默作家、诗人和讽刺作家。对于几代美国儿童来说，他之所以出名是因为写第一流的儿童读物 《小斯图亚特》(1945) 和 《夏洛特的网》(1952)。一代又一代学生和作者熟悉他，因为他是 《风格的要素》这本书的合著者 (兼修订者)。该书是关于作文和惯用法的很有价值的小册子，最初由在康奈尔大学教过怀特英语的小威廉．斯特朗克教授撰写。散文 《自由》于1940年7月首先由《哈泼斯》杂志发表。当时美国尚未加入反对纳粹的战争，世界正处于纳粹──苏联条约的时期，无论左派或右派都忽略了极权主义对民主的威胁。这篇散文收入怀特的文集《一个人的肉食》(1942)。,9.1,"https://book.douban.com/subject/1476304/
"
9787536534674,,安徒生童话 ,让5岁的孩子倾听安徒生；让15岁的少年阅读安徒生；让25岁的青年人品味安徒生；让35岁的成年人理解安徒生；让45-99岁的人思索和回味安徒生。因为在人的童年、少年、青年至老年，安徒生带给我们的不仅仅是温馨、欢乐、启迪，更多的是思考和悠远的人生体味。,1196,,,（丹麦）安徒生,,,叶君健,四川少年儿童出版社,,,,,,,,,平装,2006-1-1,,352,58.00元,,,安徒生是丹麦19世纪著名童话作家，世界文学童话创始人。他生于欧登塞城一个贫苦鞋匠家庭，早年在慈善学校读过书，当过学徒工。受父亲和民间口头文学影响，他自幼酷爱文学。 “为了争取未来的一代”，安徒生决定给孩子写童话，出版了《讲给孩子们听的故事》。此后数年，每年圣诞节都出版一本这样的童话集。其后又不断发表新作，直到1872年因患癌症才逐渐搁笔。近40年间，共计写了童话168篇。 安徒生的创作可分早、中、晚三个时期。早期童话多充满绮丽的幻想、乐观的精神，体现现实主义和浪漫主义相结合的特点。代表作有《打火匣》、《小意达的花儿》、《拇指姑娘》、《海的女儿》、《野天鹅》、《丑小鸭》等。中期童话，幻想成分减弱，现实成分相对增强。在鞭挞丑恶、歌颂善良中，表现了对美好生活的执着追求，也流露了缺乏信心的忧郁情绪。代表作有《卖火柴的小女孩》、《白雪皇后》、《影子》、《一滴水...(展开全部),9.2,"https://book.douban.com/subject/1489401/
"
9787532472758,,生气汤 ,,270,,,（美）艾芙瑞　著,,,柯倩华,少年儿童出版社,,,,,,,,,精装,2007-6-1,,,32.8,,,贝西·艾芙瑞（Betsy Everitt），1962年8月出生于洛杉矶，1986年在加州帕萨迪纳市的艺术中心设计学院取得艺术学士学位。她擅长以水粉颜料创作水粉画，在杂志、图书、广告、包装、服饰、网页设计等多方面都有杰出的表现。《生气汤》是她以个人亲身经历转化为创作灵感，自写自画的的一本图画书，色彩鲜明，充满了夸张的幽默。,8.1,"https://book.douban.com/subject/2141585/
"
9787507722642,,罐头小人 ,本书讲述了鲁西西在家发现罐头里出来的小人所经历的奇特故事。他们的奇遇充满时代想像。本书为注音读物。      小的时候很喜欢郑渊洁的童话，在以后的岁月里读到了安徒生，读到了格林，知道他们都是声名远播的童话作者，但我始终骄傲地以为世界上最好看的童话不在国外，而在中国。童话中的郑渊洁犹如小说中的金庸。,2158,,郑渊洁经典童话（拼音读物）,郑渊洁,,,,学苑出版社,,,,,,,,,平装,2004-4-1,,240,15.0,,,,9.0,"https://book.douban.com/subject/1156424/
"
9787511217325,,一个人的42公里 ,继日本绘本天后高木直子爱上跑马拉松以来，已经进入了第二个年头。跑步的伙伴变多了。大家相约一起继快乐续往前跑！这回要挑战马拉松接力赛。参加鹿儿岛县和与论岛全程马拉松！成绩能否突破5小时！？  在《一个人的42公里——马拉松二年级生》里，跑马拉松不止是体育，还是——旅游！更是——美食探险！！读完这本新的作品，读者会有去日本大快朵颐的冲动！  高木自己都说：我想到一个新的练习方法！！那就是晚上一边跑步一边找居酒屋。东张西望，哇哈哈！有没有甚么好的店啊？！如果发现看起来不错的居酒屋，就进去喝喝啤酒慰劳自己！名字就叫居酒屋之跑！！,1080,,高木直子绘本系列,(日)高木直子,,日,,光明日报出版社,,,,,,,,,平装,2012-7,,175,30.00元,,,1974年出生于日本三重县。插画家。初中、高中世代在学校参加硬式网球俱乐部，每天挥棒练习，在家便一直蒙头画画投稿，以此度过她的青春时代。1998年以成为自由插画家为目标独自来到东京打拼，2003年凭借《150cm life》一炮而红。主要作品有《150cm life1~3》、《一个人住第5年》、《第一次一个人旅行》、《一个人旅行2》、《一个人漂泊的日子①》、《一个人漂泊的日子②》等。,8.5,"https://book.douban.com/subject/10810687/
"
9789862130377,,幾米故事的開始 ,幾米創作十年特別企劃 他的暢銷作品，我們能一一細數；他成名前那段晦暗無助的日子，我們也略知一二。但是，那些美妙的圖畫，那些動人的故事，那些簡短卻發人深省的文字，究竟是怎麼產生的？一個創作者，必須具備什麼能力，才能又畫又寫，並且持續不斷？ 從1998年出版《森林裡的祕密》和《微笑的魚》開始，幾米已經這條路上耕耘了十年。這十年間，他以驚人的創作能量，推出各種不同面貌的作品，紅遍海內外。但他鮮少談論自己的創作過程。在幾米的腦袋和作品之間那個神祕的世界，始終令人好奇。「我還不夠份量談這些。」他總是腼腆地說。 於是我們等了十年。在這本書中，幾米首次完整地詳述每個創作背後的故事，從一個畫面的完成，到角色、主題的靈感誕生，「創作」背後神秘的簾幕隨著幾米的回溯一一揭開。書中並收錄王文華、陳綺貞、黎煥雄、陸蓉之、柯倩華等人對幾米作品的看法。「幾米為什麼是幾米？」這本書提供了最直接的答案。 「人生是沒辦法計劃的，有太多意外了。」幾米接受Discovery採訪時曾這麼說。但在內心深處，他始終相信，「任何人都值得擁有一朵美麗的花。」他用十年在創作道路上的堅持，證明了這件事。但願這本書也能成為一朵美麗的花，獻給所有一直默默支持他、守護他的讀者，在夢想迷路的時候，擁有再飛翔的力量。,1264,,幾米作品,幾米,,,,大塊文化,,,,,,,,,全彩,2008-02-01,,212,NT$380,,,幾米首次完整地詳述每個創作背後的故事，從一個畫面的完成，到角色、主題的靈感誕生，創作背後神秘的簾幕隨著幾米的回溯一一揭開。書中並收錄王文華、柯倩華、陸蓉之、陳綺貞、黎煥雄等好友對幾米作品的看法。還有女兒柔柔對父親天真有趣的「吐槽」。「幾米為什麼是幾米？」這本書提供了最直接的答案。,8.8,"https://book.douban.com/subject/2970118/
"
9787539140469,,奥菲利娅的影子剧院 ,《奥菲利娅的影子剧院》讲述了奥菲利娅是一个不幸运的人。奥菲利娅是一个虽然登不了舞台，在卑微的木箱子里也努力和喜悦的人。奥菲利娅是一个得不到关怀，却知道应该关怀别人的人。奥菲利娅是一个不喜欢争争吵吵，喜欢戏剧的诗意，喜欢诗意和宽容地面对生活的人。奥菲利娅是一个乐意站在边上，欣赏别人表演，并总是帮助着表演顺利和成功的人。奥菲利娅是一个走在艰辛的路上，脸上却总有笑容，每天高高兴兴继续往前走的人。奥菲利娅是一个热爱生命却又在死亡面前豁达和从容的人。……所以你看见了吗，归根到底，奥菲利娅不能算是一个真正不幸运的人。故事里的奥菲利娅到天堂里去了，而生活里的奥菲利娅们，也一定会受到簇拥和爱戴。,471,,恩德作品绘本,(德)米切尔·恩德,,德,何珊,二十一世纪出版社,,,,,,,,,精装,2008-1,,28,21.00元,,,"米切尔·恩德Michael Ende（11.12.1929-----）德国作家，曾做过演员，1954年开始剧本写作，五十年代末开始为孩子创作，七十年代后闻名世界。第一部《小图丁杰姆和司机鲁卡斯》（1960）获得联邦德国少年儿童文学奖，1974年又因中篇幻想小说《莫莫》（即毛毛，该书自1973年出版以来己被译成30多种文字，发行达数千万册，风靡全世界。）第二次获奖。1979年出版的《讲不完的故事》曾被定为少年一代的必读书。   弗里德利希·海西尔曼生于1948年，毕业于奥地利维也纳版画试验学校，后入维也纳绘画艺术研究院深造，自1973年起从事专业美术创作。为当代德国著名画家。",9.4,"https://book.douban.com/subject/2984402/
"
9787539141428,,爱花的牛 ,从前，在西班牙，有一头公牛名叫费迪南。其它的公牛都喜欢跑跑跳跳、互相抵角，只有费迪南不喜欢。他常常坐在牧场外那棵最爱的树下，静静地闻着花香。一天，五个陌生的男人来到牧场，挑选参加斗牛大赛的公牛，费迪南意外地被他们看中，带去了马德里。斗牛大赛开始了！观众们翘首以盼“凶猛之牛”费迪南的登场。可是他上场以后，却出人意料地坐下了，因为他看见了某种他熟悉而喜爱的东西……,400,,,"罗伯特·劳森,曼罗·里夫",,,孙敏,二十一世纪出版社,,,,,,,,,精装,2008,,70,24.80元,,,曼罗·里夫（Munro Leaf；1905～1976），生前写过、画过近四十本书，其中最具盛名的，即是与罗伯特·劳森合作的《爱花的牛》。 由曼罗·里夫所执笔的这本书，在美国是第一本被贴上“颠覆”卷标的作品。在西班牙内战期间（二十世纪三十年代），这本书曾经被禁；另外，它也曾遭德国纳粹列为焚书书单之一。 尽管命运多舛，《爱花的牛》还是静静地流经世代。它不仅被后来的大人肯定为是绘本中阐扬“反战、和平主义”的先驱，同时，也深受世界各地儿童的喜爱。,8.5,"https://book.douban.com/subject/3121040/
"
9787505630130,,朋友 ,什么是朋友？朋友，就是被你传染了感冒，也会说不在乎的人。是总想一起回家的人。是不能对爸爸妈妈说的话，可以对他说的人……如果是朋友，就记住朋友的生日吧。朋友要是生病了，就去探望吧。旅行时，就给朋友寄张明信片吧……一个人抬不动的东西，有朋友帮忙就抬得动。一个人想挠痒痒够不着，要是朋友在边上，就能帮帮你。一个人不敢走夜路，和朋友一起走，就不害怕了……日本著名诗人谷川俊太郎简单生动的文字，辅以日本活跃于各界的艺术家和田诚简练童趣的图画，从各个角度、多层次地诠释“朋友”的内涵，引导我们体会友谊对于人生的意义。,15,,,"[日] 谷川俊太郎 文,[日] 和田诚 图",,日,彭懿,连环画出版社,,,,,,,,,精装,2015-5,,80,45.00元,,,,7.7,"https://book.douban.com/subject/26370998/
"
9787020068753,,诗翁彼豆故事集 ,《诗翁彼豆故事集》故事情节与《哈利·波特》紧密相关又独立成篇。它是《哈利·波特与死亡圣器》中霍格沃茨魔法学校校长邓布利多留给赫敏的一本书。这本故事集由《巫师和跳跳埚》、《好运泉》、《男巫的毛心脏》、《兔子巴比蒂和她的呱呱树桩》和《三兄弟的传说》等5个魔法世界的童话故事组成，其中包含有帮助哈利和他的朋友们打败伏地魔的重要线索。,4309,,哈利·波特,[英] J. K. 罗琳,,英,马爱农,人民文学出版社,,,,,,,,,平装,2008-12,,104,18.00元,,,"J. K. 罗琳（J. K. Rowling, 1965- ），英国女作家，自小喜欢写作，当过短时间的教师和秘书。二十四岁那年，她在前往伦敦的火车旅途中萌生了创作“哈利·波特”系列小说的念头。七年后，《哈利·波特与魔法石》问世，之后她陆续创作了《哈利·波特与密室》《哈利·波特与阿兹卡班囚徒》《哈利·波特与火焰杯》《哈利-波特与凤凰社》《哈利·波特与“混血王子”》和《哈利·波特与死亡圣器》，完成了该系列的创作，在全球刮起一股股“哈利·波特”飓风，在世界范围内掀起规模宏大的“哈利·波特”阅读狂潮。另外，在此期间，她还因为慈善事业而先后完成了《神奇动物在哪里》和《神奇的魁地奇球》这两部与“哈利·波特”系列相关的图书，最新完成的作品是《诗翁彼豆故事集》。 J.K.罗琳与她的丈夫及三个孩子生活在爱丁堡，一边尽享家庭生活的幸福，一边文学创作。",7.9,"https://book.douban.com/subject/3338175/
"
9787535476586,,孤单星球 ,•治愈系唯美晚安绘本，献给城市森林里寂寞又美好的人。不唱声嘶力竭的情歌，不在人群里笑得大声，一个人、一个房间、一张沙发、一盏灯、一本书，一阵细细的感动，夹杂着寂寞还有温暖轻轻吹来，陪你度过漫长的岁月，沉沉睡去。 •这是一个关于寻找生命中缺失部分的故事，梦幻光影编织出那个住在每个人心底的孤单星球。每个生命在路上时都要学会坚持，学会爱，试着接受生命中的残缺与不完美。希望这本书能为那些需要光的人闪烁一次，即使只是微弱如划过夜空的星迹，也能为旅途上孤独的人带来些许安慰，如此，就有意义。 •温柔而善意地传达人生的7个残酷真相：世界不会因为你而难过；不是所有的事情都可以如愿以偿，但所有事情都值得一试；陪伴我们到最后的，不一定是喜欢的那个人，也许只是一首歌，一只猫…… •这个世界上，有些人有多冷漠，有些人就有多温暖，希望你总是遇到那些温暖对你的人。,646,,,"独木舟,LOST7",,,,长江文艺出版社,,,,,,,,,平装,2014-10-1,,222,CNY 42.80,,,著——独木舟：青年作家，已出版有《深海里的星星》《你是我的独家记忆》、《我亦飘零久》《一粒红尘》等作品。告别青春的盛大与慌乱，荆棘女王温暖绽放，首次推出晚安主题唯美绘本《孤单星球》，与人气插画师LOST 7联手打造午夜最佳安睡读本，送给失眠的你，不要故作坚强，不要寂寥的长夜无法入睡，一阵细小的感动，夹杂着寂寞还有温暖轻轻吹来，陪你度过漫漫永夜。 绘——LOST 7：暖男画家，著有《洒落的时光》《城》系列，画风温暖细腻，尤其擅长使用光影营造氛围与意境，被业界称为“光影魔术师”。本书为LOST 7潜心创作3年之久的晚安系列插画作品，梦幻的光影编织出那个住在每个人心底的孤单星球。有爱，我们不孤单。,7.4,"https://book.douban.com/subject/26043286/
"
9787544250580,,窗边的小豆豆 ,《窗边的小豆豆》讲述了作者上小学时的一段真实的故事。作者因淘气被原学校退学后，来到巴学园。在小林校长的爱护和引导下，一般人眼里“怪怪”的小豆豆逐渐成了一个大家都能接受的孩子，并奠定了她一生的基础。《窗边的小豆豆》不仅带给世界千万读者无数的笑声和感动，而且为现代教育的发展注入了新的活力，成为20世纪全球最有影响的作品之一。,6392,,新经典文库·巴学园,"[日] 黑柳彻子 著,岩崎千弘 图",,日,赵玉皎,南海出版公司,,,,,,,,,平装,2011-1,,272,25.00元,,,黑柳彻子，日本著名作家，著名电视节目主持人，联合国儿童基金会亲善大使。 代表作《窗边的小豆豆》1981年出版后，不仅在日本，而且在全球都引起了极大的反响，截至2001年，日文版累计销量达938万册，成为日本历史上销量最大的一本书。该书已经被译成33种文字，介绍到世界各地。英文版在美国出版时，《纽约时报》发表了两个整版的书评文章，这一“殊荣”，不仅在她之前没有人获得过，在此之后也再无第二人。该书的英文版仅日本国内销量就达70多万册，至今无人超越。 1984年，联合国的官员在读完英文版的《窗边的小豆豆》后，认为“再也没有比她更了解孩子的了”，因而任命她为联合国儿童基金会亚洲历史上第一位亲善大使。 中文简体版《窗边的小豆豆》出版至今，雄踞畅销书排行榜长达8年之久，被广大媒体和读者评为“世纪最有价值图书”。,9.0,"https://book.douban.com/subject/5437113/
"
9789571347929,,歐赫貝奇幻地誌學A-I ,◎1996年 週刊圖書金球獎。 ◎1997年 里摩日十至十四歲優良圖書獎。 ◎1997年 法國第三頻道少年讀物獎。 ◎1997年 聖迪耶德佛斯爵青少年文學獎。 ◎1998年 波隆納青少年非虛構小說文學獎。 ◎1999年 伊甦丹最佳圖書獎。 這是他備受讚譽的代表作《歐赫貝奇幻地誌學》三部曲第一部作品。 1996年 完成《由亞馬遜地區到靛藍雙島》。 1998年 第二部曲《由玉之國度到濟努塔島》誕生，得到許多青少年文學獎的肯定。 2000年 第三部曲《從紅河到季若特王國》問市。 這整套書共有二十六個故事，二十六趟旅行，照著二十六個字母排序組成。 《歐赫貝奇幻地誌學》（Atlas des geographes d'orbae）是法國名漫畫家普拉斯（Francois Place）的重量級代表作，這一系列三本的圖文創作，花了Place數年心血，但1996年推出首冊後，讓他在法國境內及義大利波隆那皆獲獎無數。 《歐赫貝奇幻地誌學》以A到Z二十六個字母為順序，呈現二十六則故事，栩栩如生地刻畫了從「亞瑪遜」（Amazones）、「印地哥群島」（iles Indigo）、「玉之國」（pays de Jade）、「紅河」（la Riviere Rouge）……等26個地區的風土人情。普拉斯用曼妙的文字，佐以精細生動的圖畫，將每個地域或國家的自然景觀、珍禽異獸、建築風格、住民文化、甚至包括當地的神話傳說以及旅記……都一一「記載」下來。讀者遊歷於書卷之間，偶爾會發覺某個地域有非洲部族的影子，某個國家似乎和中國十分相似，而某個地域的人民服裝與習俗和中東有異曲同工之妙；讓人好奇這26個國家地域到底是真是假，若真存在世上，真讓人想立時去一探究竟。 普拉斯以蒐集了無數資料，佐以他無邊際的靈感，加上大大小小百餘幅的精細彩圖，構築出這獨一無二的「歐赫貝」世界，如「一千零一夜」般豐富曼妙，讓人悠遊其中、驚嘆連連。首冊《歐赫貝奇幻地誌學A-I》，故事從從亞馬遜地區開始，每幅圖每個故事，都將緊緊抓住你的目光。亞馬遜女戰士的驍勇善戰、弗立淞國部落裡力抗惡熊的英勇傳奇、如夢似真的靛藍雙島傳說...流傳千古、像風般的歌頌著瑰麗的「歐赫貝」世界，讓想像力當指南針，引領你跨出那一步，穿梭在一頁一頁濱紛的畫面裡，你已經開始無法忘懷的奇幻旅程。 每一個字母代表著一段歷險，充滿奇妙的幻想，同時卻又轉移了一般人捕捉奇幻的參考點，將報導文學與奇幻文學合而為一。這部作品建構出自身的幻象，卻將它所呈現在我們的眼前的想像國度表現得有如真正存在的事物，甚至可考據查證。誠如《一千零一夜》那永無止境的套疊魔力，這種呼應藝術成就出《歐赫貝奇幻地誌學》的迷幻力量。 而這部作品必然留名青史，書中所保存的光陰正是對抗現實歲月快速流逝之有力保證。地球需要這片想像的土地取得平衡，才能順利運轉。 書中母圖這個點子源自西班牙探險家們所用的皇家祕圖（padrón real）。在黃金世紀時期，這份祕密文件珍藏在塞維亞一所稱為商局（casa de Contratacion）的機構，一旦航海家有新的發現，便增添在這份地圖上，而誰若敢洩露任何訊息，就會被處以死刑。 普拉斯對我們這些人實在太友善：他相信還有發明創造的空間，相信在這個冷酷暴力且快速運轉的世界裡還可能存在近乎童稚的純真。 我們看到的是一個想像的國度，在盡頭，在我們剛遊歷過的那串字母所組成的句子最末，像句點，卻又是前往一個現實新世界的出發點。而在那個世界裡，當人是可能的：前提是要先遭想像毀滅一次。 旅行窮盡日，幻想出發時。當真實世界探索已完，想 像世界就要繼續前進，科幻小說的起點應做如是觀，想像地誌學也應做如是 觀。因為，只有一個世界，是令人不滿足的...... －－詹宏志／網路家庭國際資訊股份有限公司董事長 《歐赫貝奇幻地誌學》中的故事和插圖互相依存，圖像衍生出來的純粹文字經驗足夠喚起讀者久藏的異域想像，再幻化成一種輕盈；精繪的地圖以及揉雜神話寓意的各種人物、動物共構東西方文明對話的有效空間。 －－黃裕惠／世新大學英語系副教授、歐美青少年文學教師 「這部作品必然留名青史，書中所保存的光陰正是對抗現實歲月快速流逝之有力保證！」 「普拉斯對讀者實在太友善—他相信仍有發明、創造的空間，相信在這個冷酷、暴力且快速運轉的世界裡，還可能存在著近乎童稚的純真。」 －－法蘭斯瓦．波（François Bon）／法知名作家、評論家,79,,歐赫貝奇幻地誌學,"法蘭斯瓦．普拉斯 (Place, Francois)",,,陳太乙,時報文化出版企業股份,,,,,,,,,平装,20080128,,148,380,,,法蘭斯瓦．普拉斯（François Place） 出生於1957年，在艾司田學校（Ecole Estienne）主修視覺傳達，並曾從事動畫創作。普拉斯熱愛閱讀各種歷史方志、地圖、旅誌，《歐赫貝奇幻地誌學》花費他整整十年心血才繪製完成，在法國境內及歐洲各地獲獎無數；其中幾則故事已另衍生出單獨成冊的故事書。 普拉斯著作等身，其中有獨立的圖文作品，也常和其他作者合作，插畫作品常見於伽里瑪出版社（Guides Gallimard）的許多青少年書籍中。著作中最為人稱道的，除《歐赫貝奇幻地誌學》之外，尚有描述民族探索歷程的圖文書《最後的巨人》（Les Derniers Geants），該書榮獲十一項文學獎；以及甫獲得法國Montreuil 2007年書展出版大獎的最新著作《戰爭中的女孩》（La fille des batailles）。,9.3,"https://book.douban.com/subject/2988752/
"
9787539133430,,皮皮鲁和魔筷 ,皮皮鲁吃饭的时候发现筷子在和他说话，筷子告诉皮皮鲁它可以把物体任意变大或者缩小。恰好此时皮皮鲁家的门铃响了，原来是抢劫犯化装成查水表的要来皮皮鲁家抢劫。不过，皮皮鲁有魔筷了，他用魔筷把抢劫犯变小，救出了鲁西西。    本书同时收录了《翼展》、《红塔乐园》和《牛魔王新传》等精彩故事。,137,,皮皮鲁总动员,郑渊洁,,,,二十一世纪出版社,,,,,,,,,平装,2006-1,,186,13.80元,,,郑渊洁，中国文坛传奇人物。1955年出生，1978年开始童话创作，1985年创办专门刊登其个人作品的《童话大王》月刊，有“童话大王”之美誉。他笔下的皮皮鲁、鲁西西、罗克、舒克和贝塔影响了两代中国孩子。      皮皮鲁是郑渊洁童话中最酷的男一号。《皮皮鲁总动员》是作者近千万字作品中皮皮鲁故事的首度汇集，同时以皮皮鲁形象为线索，串联了郑渊洁童话中其他最受渎者欢迎的精彩故事，堪称“郑渊洁童话观止”。,8.7,"https://book.douban.com/subject/1884657/
"
9787539444222,,和朋友一起想办法（套装全8册） ,,28,,和朋友一起想办法,(英)戈尔德萨克,,英,,湖北美术出版社,,,,,,,,,平装,2011-10,,,72.00元,,,,7.5,"https://book.douban.com/subject/6852294/
"
9787544729093,,两个闺蜜去清迈 ,66和花生是一对“友龄”超10年的中国好闺蜜。毕业后，她们因为共同的想法重聚，从同桌成了如今的创业伙伴。在迈向梦想的路上，她们会偶尔停下来，一起去看看外面的世界。这次，她们来到了小城清迈。 各种各样的泰式美食让两个吃货超级满足，逛到累了做个SPA不要太爽噢。清迈独特的风土，浓浓的人情味让她们深受感动。 当然，在异国他乡旅行，各种意外的状况总是难免的，她们也会吐槽对方，但这些都成了反而是她们意外收获的乐趣。 旅行归来，她们俩决定用自己的方式把这段旅程记录下来：66用镜头捕捉到的美好，花生则用画笔还原了这段爆笑、温暖的闺蜜之旅。 丰富内容get ：治愈手绘+清新美照+实用攻略+各种犯二卖萌 绝美装帧get ：高大上的软精装+160P全彩精致印刷+内外双封面设计 贴心好礼get ：随书附赠精美明信片一套 如果你去过清迈，这本书能给你回忆和共鸣；如果你还没去过去清迈，还不快带上这本书邀请你的小伙伴一起出发！！！,144,,,66和花生,,,,译林出版社,,,,,,,,,软精装,2014-3-1,,160,36.00,,,66：66手绘工作室创始人，武汉得意生活网版主，知名手绘师，天涯论坛旅游达人。和花生大学毕业之后，因为对画画的热爱和执着，她们再在一起合作画画。在她们眼里，辛苦的工作是在为理想而奋斗，很多人通过66的新浪微博认识了她们。 她们充满正能量的的生活态度，可爱有趣的画风被很多网友赞誉为“中国的高木直子。”,8.1,"https://book.douban.com/subject/25836448/
"
9787221082886,,青蛙与男孩（全6册） ,《青蛙与男孩(全6册)》主要内容：青蛙与男孩①一个男孩、一条狗和一只青蛙：男孩和狗到树林里散步，偶然发现池塘边蹲坐着一只小青蛙。他们能够用网捉住它吗？青蛙与男孩②青蛙，你在哪里？：青蛙丢了，男孩怎么也找不到它。男孩和狗会找到他们的新朋友吗？青蛙与男孩③男孩、狗、青蛙和一个新朋友：男孩和狗是朋友，之后他们发现了青蛙，并成了要好的朋友。现在，乌龟会成为他们的朋友吗？青蛙与男孩④独自生活的一天：男孩与狗、青蛙和乌龟到树林中玩耍。青蛙却独自跑开了，男孩会找到它吗？青蛙与男孩⑤青蛙参加晚宴：男孩准备参加晚宴。但是，他不得不把狗、青蛙和乌龟留在家里。可是，青蛙怎么就去了呢？青蛙与男孩⑥一只青蛙足够了：男孩与狗、青蛙和乌龟到树林里玩耍。他们遇到了一只小小青蛙。他们的青蛙朋友会怎么对这只小小青蛙呢？,48,,,梅瑟·迈尔,,,,贵州人民出版社,,,,,,,,,平装,2008-12,,150,42.00元,,,1943年12月10日，梅瑟·迈尔出生在美国阿肯色州小石城，由于父亲是名海军，迈尔从小跟随家人经历多次搬迁后，最终定居在夏威夷的火奴鲁鲁。迈尔将童年的时光一半用在捕捉蛇和蜥蜴上，一半则是用在阅读图画书上。高中毕业后，他来到纽约学习美术，决心成为一名儿童图书插画家。但是他的老师们却一再劝阻他打消这样的念头，认为他根本无法以此来谋生。之后迈尔开始在一家广告公司工作，在此期间，他得到一些儿童图书的插画工作。 1967年，梅瑟·迈尔出版了第一本书《一个男孩、一条狗和一只青蛙》，这是一本无字书，之后他又创作了这个系列中的另外5本。他取得了成功，获得了无字图画书创始人之一的美誉。他的第二部作品《我的壁橱里有个大噩梦》很快成为国际畅销童书，被选入《阅读彩虹》精选集，成为一代又一代儿童睡前故事的主要阅读图书。他的另一套童书Little Critter 同样家喻户晓，...(展开全部),9.4,"https://book.douban.com/subject/3314224/
"
