ISBN,封面图,绘本名称,内容,评论,图书品牌,图书套装,作者,作者原名,作者国别,译者,出版社,作者获奖经历,绘本获奖经历,绘本原作名,适合年龄,责任编辑,正文语种,字数,开本,装帧,出版时间,版次,页数/页,定价/元,编辑推荐,媒体推荐,作者简介,豆瓣评分
9787208082809,,亲爱的沙皮 ,刀刀的表弟沙皮大学毕业后来到大城市，天生满脸皱纹的他还没能完全从毕业“散伙饭”的失意情绪中走出来，就被大城市像蚂蚁一般汹涌袭来的人群弄晕了方向。被向往的工作抛弃，被心仪的女孩路过，被炎热的夏天打湿了满身的皱褶……他“站在繁华的街上，感觉到从来没有的慌张”。幸好，他还有刀刀。在30封充满“爱的慰藉”的邮件里，刀刀耐心地告诉他：人生“像爬坡一样，需要很多很多的耐心”，工作和爱情都是如此，“遇到懂你的人自然会懂得你的好”，懂得那些皱纹背后的憨厚和善良。,2243,,慕容引刀的刀刀丛书,慕容引刀,,,,上海人民出版社,,,,,,,,,平装24开,2009-1,,25.00,,,,慕容引刀 属性：男 属相：狗 民族：汉 我——跟大家一样的小孩，出生在70年代。年少时到城市，没怎么太阳晒。平淡的日子，幻想的舞台。涂鸦的快乐，童年的挚爱。现实的纷杂，理想的无奈……到头来，坚信朋友间需要灌溉，还是个笨小孩…… （引自《让爱点亮》的作者简介）,8.5
9780486446851,,The Arthur Rackham Treasury ,"Magnificently reprinted from more than 25 rare early editions, these 86 illustrations include many plates that have not been reproduced in decades. They span Rackham's career -- his landmark 1905 edition of ""Rip Van Winkle"" to masterworks such as ""Undine"" and ""A Midsummer Night's Dream"" and his final publication, ""Wind in the Willows, "" in 1939.",111,,,Arthur Rackham,,,,Dover Publications,,,,,,,,,Paperback,2005-08-15,,GBP 12.99,,,,,9.3
9787513316675,,二十四节气 ,让我们走回天地日月中去， 重叙与山川花鸟风云雨雪的物我情长， 把每一个朴素的日子，过成良辰。,29,,,熊亮 绘,,,,新星出版社,,,,,,,,,精装,2015-1,,88.00元,,,,熊亮 中国著名绘本作家，中国绘本发展先锋之一。代表作《梅雨怪》、《金刚师》、《小石狮》、《京剧猫》等。熊亮的绘本注重线条和墨色感，作品汲取中国传统艺术的精华，人物景致独特且充满诗意，极富情感表现力，他也是中国被介绍到海外最多的绘本艺术家之一。他的创作非常跨界，涉及成人绘本、童书、小说、戏剧、当代水墨等领域，同时又是书籍策划人和图文教育家。多种元素的结合给其作品带来了广博深厚的特质。他的每一部作品都在突破原有的框架并努力开拓图文形式的可能性。 董梅 中央美术学院人文学院副教授，从事中国古典文学史与中国文化的研究与教学。从中国文化的学习和浸润中获得信仰。人在天地之间，与万物依存，这是我们自身的来处，也是我们心灵的归向。《二十四节气》原本为熊亮受邀，为MERIDIAN时差召集的、来自10个不同国家艺术家的原创项目“时差绘本联合国”中的中国代表之作；此次再版...(展开全部),9.2
9787532472741,,打瞌睡的房子 ,有一栋打瞌睡的房子，住在里面的人都在睡觉，而且睡得很沈很香。老奶奶睡在大床上，小男孩睡在老奶奶身上，狗睡在小男孩身上，……。突然，老鼠跳了起来，猫儿、狗儿、小孩儿一个个都惊飞了起来，老奶奶还压垮了床……大家都醒来了，打瞌睡的房子里没有人在睡觉啦！ 作者以重复的句型与叠句的结构，使文字产生节奏与旋律，小朋友很容易上口。同时，鲜活的角色、描绘细腻的画面、独道运用的色彩、逐步变化的视点，共同营造了戏剧感十足的氛围，扩展出幽默的效果。读者彷佛是漂浮在空中的精灵，正俯瞰着雨夜里那间打瞌睡的房子，然后一下子就潜进屋子里，看着每个打瞌睡的人物。故事里的角色，每增加一位，图画的画面角度就随着往上提了一点。文字随角色的增加而累积，画面也跟着层层叠叠地累积，充满了电影运镜的趣味。,423,,信谊世界精选图画书,奥黛莉·伍德 / 文,,,柯倩华,少年儿童出版社,,,,,,,,,,2007年6月,,32.80元,,,,文/奥黛莉•伍德（Audrey Wood） 根据自述，她脑海中儿时最早的鲜明记忆是她一岁多时，他的父亲、一位艺术院校的学生，正靠着为马戏团画布景赚取外快，她的母亲经常带她去看父亲工作，并为她编撰讲述画布上故事。上一年级的时候，她希望成为像父亲一样的艺术家。上四年级时，她又决定成为一名童书作家和画家，因为她当时狂热地喜欢上苏斯博士的图画书。她的童年充满与艺术相关的经验和回忆。他的曾祖父、祖父和父亲都是职业艺术家，她也继承了这一传统，成为了家族中第一位女性艺术家。婚后，为自己的儿子读图画书，再度勾起了她儿时的抱负，她开始认真地投入童书的写作，并与丈夫唐•伍德成为最佳拍档，创作了多本得奖佳作。 图/ 唐•伍德（Don Wood） 1945年出生于美国加州中央谷的一个农场。从小学六年级，就立志要成为一个画家，长大后，毕业于加州圣巴巴拉分校，并进入工艺美术学院...(展开全部),8.6
9787229086947,,就在伦敦 ,这是一本充满着爱与温暖的绘本，记录着在伦敦发生的故事，有的温馨浪漫，有的沧桑动人。扫把将极富想象力的画面，英式复古风，浓郁的童话气息完美的呈现在了书中。花园、图书馆、博物馆、市集都是故事发生的场景，她用独特的视觉，拟人化的手法把在伦敦见到、听到、感受到的一切用绘本故事的形式呈现，每个故事后都配有实景照片、创作时幕后花絮及真实感悟。现实与画中场景的对比，介于真实与梦境之间，记录着作者在伦敦遇见的各种美好。每一次遇见就是一次感动，或许是擦身而过的路人，抑或是路边大胆讨食的小松鼠，都在扫把的笔下鲜活呈现，它们或许不完整，只是片段，但它们却美好地发生过，就在伦敦。 编辑推荐 这是扫把继绘本《What do you do with an idea》在美国缔造35万册畅销奇迹后的全新力作，这是一本极具梦幻色彩的书，一本香气四溢的书，一本有温度的书，一本关于伦敦的童话书，是扫把奉献给万千读者的暖心礼品书！ 温馨热闹的花园、细腻到需要用放大镜观看的图书馆、浓浓的英式复古集邮展、极具童话色彩的玩具博物馆、璀璨的伦敦全貌，全都展现在扫把神笔之下，震撼你的眼球，触动你的心灵。此外，书中藏有四个神秘信封，每个信封里都有值得你打开的秘密。惊喜吗，拆开**个信封，勿忘我干花的香味绕满你鼻尖；拆开第二个信封，精心设计的特殊藏书票值得你即刻珍藏；拆开第三个，作者扫把亲笔书信与你见字如面；拆开第四个……更多重磅礼品等你开启！在伦敦，总有美好的事情发生！,83,,,扫把,,,,重庆出版社,,,,,,,,,精装,2016-3-1,,CNY 78.00,,,,笔名：扫把（Besom） 个人网站：  http://www.besom.org 专职插画、绘本作者 2008年童话绘本《爱在维尔多》入围第五届金龙奖*佳绘本 2009年出版《不语森林》 2010年出版《一起玩吧昆虫》 2011年出版《在重庆》 2012年出版《森林都记得》、《国王先生》、《跟我去澳门》 2013年出版个人绘本《你们仨1》 2014年与比利时旅游局合作出版《我们的夏天.比利时》个人绘本《你们仨2》 国外出版：2010年签约于英国国际插图艺术家经纨公司（www.illustrationweb.com）为美国、德国、瑞士、英国等国家各类儿童读物提供封面不插图设计以及独立儿童绘本设计。 2014年美国出版个人绘本《What do you do with an idea》（在美国畅销35万册，奥巴马将此书作为国礼，送过英国乔治王子）。获得20...(展开全部),8.0
9787539134055,,荷花镇的早市 ,今天是奶奶70大寿，小男孩阳阳和姑姑一起到早市买东西。这个生活在大都市的小男孩对江南水乡独特的风情兴奋不已。作品从阳阳第一次回到水乡给奶奶过70岁生日时的情景展开，通过阳阳的视角向读者们描绘出一派诗意盎然的水乡景色和朴素温暖的水乡人情。    阳阳睁大好奇的双眼，看着都市生活里从未出现的新鲜事物和乡俗风情：米酒、小猪、斑驳的船影、刚出壳的小鸡、露天的大戏、接新娘的花轿……随着阳阳的视野，江南的诗意缓缓流淌于绘本之中。水乡的水灵动而清澈；水乡的人聪颖而淳朴。在远离喧嚣的沉静与安宁里，江南人不事张扬、心无芥蒂地生活着，江南温暖、纯净如梦中的家园。在车水马龙的世界里，孩子还需要一方安静的角落；在花团锦簇的繁华里，孩子还需要一份质朴的诗意。也许，这就是画家的心愿，他在回忆里追寻渐渐逝去的美，在追寻里为孩子保留一处永不褪色的风景。,206,,,周翔,,,,二十一世纪出版社,,,,,,,,,精装,2013-4,,29.8,,,,1956年生于陕西凤翔，在江苏南通度过童年，毕业于南京艺术学院美术系，毕业后一直从事出版社美术编辑，现任江苏少年儿童出版社《东方娃娃》主编。1992年参加中国现代绘本原画展（社团法人日本国际儿童图书评议会(JBBY)、日中儿童文学美术交流中心、国际儿童读物联盟中国分会(CBBY)等主办），1998年作为江苏省中日儿童文学美术交流协会的理事前往日本进行交流，之后以《东方娃娃》为平台努力引进绘本的结构，在该刊物上追求更加优秀的编辑、挖掘和培养新人的同时，还从事儿童读物的插画和绘本创作工作。 《小猫和老虎》1987年获全国儿童美术邀请赛优秀作品奖；《泥阿福》1992年获全国优秀少年儿童读物一等奖；《贝贝流浪纪》获国际儿童读物联盟中国分会(CBBY)第一届小松树奖；《小青虫的梦》获1995年五个一工程奖；《身体里的小妖精》获国际儿童读物联盟中国分会第二届(C...(展开全部),8.1
9787539141930,,永远永远爱你 ,《蒲蒲兰绘本馆:永远永远爱你》慈母龙妈妈从森林里捡回了一个蛋宝宝。令人惊讶的是，蛋里跳出来的竟是可怕的霸王龙宝宝！善良的慈母龙妈妈不忍心把霸王龙宝宝扔掉，把他留了下来，并给他取名叫良太。在妈妈的关爱下，良太一天天长大了。一天，良太独自去采红果子，遇到了另一个霸王龙，发现了自己的身份…… 宫西达也用一贯独特的绘画手法，讲述着慈母龙妈妈的伟大。也让孩子感受到，真情无价，爱可以超越一切。,1959,,,宫西达也,,,蒲蒲兰,二十一世纪出版社,,,,,,,,,精装,2008年5月,,24.80 RMB,,,,"宫西达也（MIYANISHI, Tatsuya） 1956年生于日本静冈县，毕业于日本大学艺术学部美术学科，从事人偶剧的舞台美术、平面设计工作后，开始绘本创作。他从保留在心底的童年记忆和４个孩子的育儿经验中得到创作灵感，使作品充满天真趣味，并以温馨诙谐的故事和充满力度的画风独树一帜。创作的同时，他还致力于绘本的推广工作，走遍日本的每一个县为孩子、家长作绘本演讲。",9.1
9787513317931,,月亮的光是借来的 ,★ 米兰·昆德拉、奥尔罕·帕慕克、苏珊·桑塔格、乔斯坦·贾德 等撰文 ★ 46位世界文学大师看图写作范本 ★ 放一本书在脚下，飞起来才不会孤单害怕 ★ 简洁而浓郁的笔触，还原文学与画的真谛 布霍茨的画充满了灵光，让想象都飞了起来。美丽精当的文字带着想象，飞向了更远的远方。——《世界报》 —————————————————————————————— 有一天，世界各地的46位文学大师分别收到一幅独一无二的画作。 它们出自同一个画家——昆特·布霍茨 这是一份考卷：不限主题，不限字数，不限题材， 写一篇文章，说出藏在画中的故事。 大师们纷纷看图作文，纷纷交回“作业”，于是，一部罕见而伟大的书诞生了。,398,,,[德]昆特·布霍茨,,德,喻之晓,新星出版社,,,Buchbilderbuch,,,,,,精装,2015-10,,39.50,,,,昆特·布霍茨（Quint Buchholz） 德国插画大师。1957年生。1979年开始从事插画创作，为全球著名出版社绘制过无数封面、插图和海报，堪称德国插画界的巨匠。 布霍茨的绘本创作也为人称道，他是一名“瞬间收藏家”，其作品对日常生活场景有着精准的描绘，具有很强的写实感；同时，他又擅长以自然界的光影变化来烘托人物的内心情绪和环境氛围，带给人如临梦境般的神秘美感。代表作有《莎娜想要演马戏》《晚安，小熊》《瞬间收藏家》等。曾获得博洛尼亚国际儿童书展最佳童书奖、布拉迪斯国际插画双年展大奖等多项殊荣，作品入选“德国最美的书”和“《纽约时报》年度最佳图书”。,7.4
9787540461331,,时光的旅行 ,最美好最文艺清新的旅行绘本，跟着刀刀狗去看那最美的远方，一本书，领略最美的日本、韩国和中国宝岛台湾的人文风情。你最值得收藏的一本旅行绘本，畅游京都、小樽、札幌、济州岛、首尔、台北！ 随书附赠价值600元欧洲旅行基金&超大手绘海报！ 刀刀狗十周年后首部作品，以旅行为卖点！ 一本书饱览最美丽的日本、韩国和中国宝岛台湾，让人仿若身临其境！ 微博疯传，百万刀刀狗粉丝翘首以盼。制作精美，大24开全彩印刷，国内顶尖设计师包揽全部装帧，值得收藏！ 《旅行者》主编陆悦农、作家陈丹燕倾情作序推荐！,321,,,慕容引刀,,,,湖南文艺出版社,,,the travel with time,,,,,,平装,2013-5-1,,36.00元,,,,慕容引刀 刀刀狗形象创作者，动画执行导演，主要作品集：绘本《我就是刀刀》《朋友刀刀》 《被爱路过》《让爱点亮》《亲爱的沙皮》《微笑的咖啡杯》《幸福在哪里》《小的时候》,7.5
9787532473229,,鳄鱼爱上长颈鹿 ,《鳄鱼爱上长颈鹿》讲的是一个小小矮矮的鳄鱼先生，爱上了挺拔美丽的长颈鹿。故事从鳄鱼先生喜欢上了长颈鹿，并试图让她看到自己开始的。千方百计，却屡屡受挫，屡败屡战，最后的笨法子，是用绳子去套长颈鹿，想让她低下头来，看看自己迷人的微笑，长颈鹿小姐受到了惊吓，猛一甩头，直接把鳄鱼先生送进了医院。鳄鱼先生，出院后有些灰心，可偏偏就在这个时候，他和长颈鹿在街头不期而遇，冒失的长颈鹿冲过来，他们“撞”在了一起，摔倒在了地上，无数的小星星在他们头顶绕啊绕，他们对望着，那一刻，幸福来临，他们决定在一起。,248,,,达妮拉·库洛特,,,方素珍,少年儿童出版社,,,,,,,,,,2007-6,,26.80元,,,,达妮拉·库洛特(Daniela Kulot)，从小就喜欢绘画，曾在奥格斯堡研习平面造形设计和插图。她创作的图画书具有独特的幽默感和原创风格，已翻译成十多种语言。,8.9
9787543479463,,先左脚，再右脚 ,巴比刚生下来的时候，爷爷巴柏就是他最亲密的朋友。巴比学走路的时候，巴柏耐心地说着，“先左脚，再右脚。”一步一步教会了巴比。突然间，巴柏中风住医院了。经过了漫长的等待，巴柏虽然回家了，却不会走路，甚至不认识巴比……一切都让巴比十分害怕，直到他鼓起勇气亲近巴柏、帮助巴柏。终于有一天，爷爷在巴比说着“先左脚，再右脚”的引导下，重新学会了走路……书中略带自传式的描绘，带给读者一个关于浓浓的亲情与真挚的友情的故事，读之令人感动、难忘。,122,,启发精选国际大师名作绘本,(美)汤米·狄波拉 文/图,,美,柯倩华,河北教育出版社,,,,,,,,,精装,2011-5,,29.80元,,,,,9.3
9787511026118,,这就是二十四节气 ,"小女孩牙牙来到乡下的爷爷奶奶家，这里的生活既陌生又亲切，每天都有很多好玩的事可做，有很多神奇的秘密等待她去发现。春种夏长，秋收冬藏，牙牙在这里体验到一年里二十四节气的变化，渐渐听懂大自然母亲的语言！ 《这就是二十四节气》是由中国本土作者创作的自然科普图画书。它按照一年二十四节气的时间顺序，以黄河中下游地区一个小村落为例，讲述二十四节气这项古老发明的历史由来以及它对我们当下生活的影响和启示。这套书共分《春》《夏》《秋》《冬》4卷，每卷6个节气，书中故事以小女孩牙牙在爷爷家的经历为主线，同时分几大知识版块讲述与每个节气有关的天文、气象、物候、农事、民俗活动等知识，并辐射到南北不同地区，为小读者设计了记录节气变化的观察互动内容。每个节气还为孩子甄选出适合读诵记忆的节气诗词和谚语。小读者们既可以跟随牙牙的脚步，去看看何时种豆子，何时收麦子，何时摘西瓜，又可以参照知识版块图文并茂的演示，自己动手尝试各种好玩的手工技艺、传统游戏，从中体会古代劳动人民的智慧，发掘农耕文明留给我们的宝贵财富。 当你在春分日仰望北斗七星、夏至日看到影长的变化，是否也和古人一样听懂了它们的诉说？无论是在城里还是在农村生活，我们都是自然的孩子，二十四节气，就是大自然母亲说给我们的语言！ 《这就是二十四节气》，用适合孩子阅读的图画书形式，把中国传统智慧和现代生活方式结合起来，揭示了自然界的魅力和农业的趣味。书中用精美的图画呈现出城市里孩子不常见到的农村生活劳动场景，唤起孩子心中至真至美的感受，同时启发孩子们知晓，无论生活如何变化，我们应该关注农业农村，关注纯粹的自然，关注我们衣食的初来源。 书中涉及知识面广，编排清晰简明，选材紧贴儿童心理和求知特点，有助于拓展和激发孩子的博物兴趣，也能回答日常生活中孩子提出的许多疑问，十分适合家长、老师与孩子们共读，对于传统文化启蒙和自然科学教育都是不可多得的优良读物。 8大版块，读懂节气： 节气故事/历史由来 古诗谚语/天文气候 七十二候/动物植物 农事活动/民俗节日 图文详示，玩转节气： 观察互动--填日历、涂气温 科学实验--测日影、养蚕、观北斗知节气、蝉的发育 传统技艺--竖蛋、踩高跷、包粽子、编蛋袋、制作荷花灯 节气PK--飞行棋、抢西瓜、连连看、谁拿到""金雪花""",38,,,高春香 邵敏 著,,,,海豚出版社,,,,,,,,,精装,2015-9-1,,100.00元,,,,,8.5
9787510839443,,时间庭院（散页版涂色书） ,“让压力山大的现代人找回无忧无虑的童年，是填色书得以兴起的机遇所在。” ——乔汉娜•贝斯福  《秘密花园》作者 《时间庭院》以手绘图的形式，以一年四季为时间轴，追忆了童年时代的似水年华。春天在墙角随风摇曳的木兰花和妈妈身上的香味、夏天瓜棚里的西瓜宴和突然降临的雷阵雨、秋天金黄色银杏叶书签和中秋佳节赏月宴、冬天妈妈亲手织的围巾和冰上打陀螺，每一幅手绘图都会唤起小时候的美好回忆。 让我们重新用澄澈的目光凝视这个世界，找回因为成长而失去的内心的诗意。,22,,PICTURA神笔涂绘系列,(韩) 金善贤 绘著,,韩,潘晓君 译,九州出版社,,,,,,,,,散页装,,,49.80元,,,,金善贤，韩国艺术治疗第一人，毕业于韩阳大学艺术系，获得博士学位后，作为东方第一人在德国柏林洪堡大学附属医院学习艺术治疗课程。现任抱川中文医科大学美术治疗学院院长，临床美术治疗会诊教授。出版作品有《魔幻城堡》《时间庭院》《图画的力量》《图画心理评价》《画出心，对，我的心》《图画中遇见自己》《色彩改变我的身休》等。,9.4
9787208112254,,喜欢你的150个小细节 ,我的人生不曾完整，直至遇上另一半的你。《喜欢你的150个小细节》是一本送给最爱之人的最好礼物！小麦和小葵是一对幸福的80后小夫妻，他们把日常生活中最美好的点滴用画笔记录了下来，这150个恋人间的最动人时刻，告诉我们这样一个道理：浪漫不需要刻意去完成，在你身边的那个人，且行且珍惜。,165,,,isolan麦葵,,,,世纪文睿,,,,,,,,,平装,2013-3,,28.00元,,,,小麦＋小葵＝isolan=ison+solar （麦伟斌，于励），一对夫妻。生活漫画插画师，作品有《边走边画——泰国浪漫自由行》、《广州乐游游》等。现居广州。 天蝎座的他与狮子座的她，不时画画阅读，种花耍猫，相聚挚友，窝家做饭，漫游城市，牵手旅行。世界变化太快，只愿好好记录这小滋小味小生活，时刻提醒自己珍惜日常的点滴，莫忘人情事物中各种美好的片段与细节。 2012年初，在豆瓣博客连载《喜欢你的150个小细节》至今，深受读者喜爱。 插画作品常见于《城市画报》《羊城晚报》《ELLEMEN》《时尚先生》《风尚志》《1626》《E行天下》《贝太厨房》等。 《明日风尚》《可乐生活》《城市画报》《1626》《饮食男女》《南方都市报》《新快报》《中国妇女》《MR》等报刊杂志相继做过专题报道和采访。 新浪微博：http://weibo.com/isolan,7.2
9789578037441,,心机母女 ,《心机母女》 透过一格格充满趣味的图画，我们不会看到“母女情深”或“教养子女”那些传统情节，而是完全展现小S一贯的另类搞怪风格：动不动就呛声、爱争宠比美炫耀、毫不客气地修理人、老是要占上风，但又如小女孩般轻松俏皮讨喜！ 小S第一本手绘漫画，随书附赠自作、自唱、自唱独家单曲CD。,3324,,,小S（徐熙娣）,,,,平裝本出版有限公司,,,,,,,,,平装,2009-8,,新台币250,,,,,7.2
9787568213851,,中国历史地图——手绘中国·人文版 ,《中国历史地图 手绘中国 人文版 》是一本关于中国古代历史的人文知识类手绘图画书。全书主要介绍了从原始部落时期到清朝的人文历史知识。每个朝代（原始部落时期除外）包含两个跨页，分成三个板块的内容。一个跨页包括两个板块：一是疆域图，包括中原王朝和周边的政权；二是人文知识的手绘图，主要表现当时的人文、科技、发明、军事、服饰等。第二个跨页是采用绘本的形式讲述该朝代的重大历史事件，既简洁明了又富有风趣的讲明这个王朝从兴到衰的过程。另外还附有7个跨页的知识内容，系统的介绍一些富有的趣味的古代文明科技、宏大建筑和知名人物等相关知识。一卷中国历代王朝的涂鸦，一部中华文明的发展史。,27,,,洋洋兔,,,,北京理工大学出版社,,,,,,,,,精装,2015-11-1,,98.00,,,,洋洋兔动漫，是中国领先的动漫原创团队，2003年由知名漫画家孙元伟发起，是我国首批通过国家认证的动漫企业之一。曾多次获得文化部漫画团队扶持、新闻出版总署“原动力”一等扶持、北京科委重点资助等荣誉。 公司成立至今，立足原创漫画品牌。拥有国内规模较大的漫画原创团队，以年创作量100册漫画作品的产量居全国首位。至今原创漫画作品已有数百部，图书销量近千万册。版权输出至中国香港、中国台湾、日本、韩国、泰国、越南、马来西亚等多个国家和地区。,8.4
9787535673831,,画猫·梦唐 ,瓜几拉又一本关于猫的全新绘本。以猫拟人，讲述了发生在唐朝的各种传奇故事。全书主要内容分为“唐朝的娱乐休闲”“唐朝的黑夜怪谈”“唐朝的动物奇缘”“唐朝的国色天香”“唐朝的节气民俗”，从多个角度出发，描绘那些曾经发生在盛世唐朝的曲折离奇的传奇故事。关于猫，生活中有太多趣事，关于唐朝，历史上有太多奇闻。于是，瓜几拉在一些日常生活中的小故事的基础上，结合唐朝的历史，构造出这样一本由众猫出演的绘本集。,166,,,瓜几拉,,,,湖南美术出版社,,,,,,,,,平装,2015-10-5,,CNY 52.00,,,,瓜几拉，又被叫为“西瓜”，专职漫画家，插画家。 一只短腿的懒瓜，怕麻烦。外表具有天然呆的气质，其实是一个容易窘迫又毒舌的谜样少年。曾就职于同样是短腿形象的某知名游戏公司。笔下形象生动有趣，作品多为短腿的搞笑涂鸦日记。目前最大的心愿是以后能画长腿。 代表作有：《瓜几拉》《瓜几拉？穷游意大利》《瓜几拉？记忆的时光机》《喵星人同学录》《汪星人同学录》《吃货》《话猫》。,9.0
9787536550988,,当世界还不存在的时候 ,世界到底是怎么开始的？两位作家想象并讲述出34个有关造物的稀奇古怪的故事，由于于尔克·舒比格开头，弗朗茨·霍勒收尾，中间你一篇我一篇，轮流登场。,585,,,[德] 于尔克·舒比格,,德,王泰智,四川少年儿童出版社,,,,,,,,,平装,2010-9,,16.80元,,,,,8.6
9787535472885,,我们就是世界 ,《我们就是世界》是Pano在法国留学末期所创作的人生首个绘本，他用纯净的色彩与温暖的文字讲述了欧洲一个小镇上的少年邮递员K与飞行员爷爷的故事。当有一天，K询问爷爷“爱”到底是什么样子之后，便踏上了寻找爱的真谛以及摸索自己的人生方向的未知旅程。在旅途中K偶遇了形形色色的人，体会了不同的风土人情，渐渐明白了爱是什么，也终于知道了自己想要的是什么。旅途中K写给心爱女孩的情书，为中法双语，罗曼蒂克味道十足。,252,,,Pano,,,,长江文艺出版社,,,,,,,,,平装,2014-8-1,,32.80,,,,Pano 男，中国新生代摄影师、设计师，2014年毕业于法国马赛高等美术设计学院。 上海最世文化发展有限公司签约摄影师、设计师，摄影作品和文字作品曾多次刊登于《最小说》《文艺风象》，其文字情意真挚，摄影风格质朴动人，视角独特，原创绘图亦能驾轻就熟。无论是摄影、绘图还是文字，对“情感”的挖掘是Pano最擅长也最专注的领域。 已出版：《南法航线》,8.2
9787531723103,,大便书 ,《大便书》是一本借由绘画了解便便的健康丛书。以插画家寄藤文平的风趣图文，融合“寄生虫博士”藤田纮一郎专业独到的医学见解，在愉悦惊喜的阅读中认识便便的生成环境、反思对便便的定义及误解，重新正视便便在生活中的重要性……无论对人类身体或地球环境，都将有更多不同以往的体会。,10266,,,[日] 寄藤文平,,日,吴锵煌,北方文艺出版社,,,,,,,,,精装,2008-10,,29.00,,,,寄藤文平，1973年生，插画艺术家、艺术设计总监、广告出版业畅销大师。主要作品有JT《成人香烟养成讲座》，以及同属JT的《重视礼仪》广告等等。2000年12月成立个人工作室“文平银座”，从事书籍装帧等设计工作。 藤田纮一郎，1939年出生于中国东北，东京医科齿科大学医学部毕业，东京大学医学系研究所工作。其后担任长崎大学教授等职务，1989年担任东京医科齿科大学医学部教授，现为该大学名誉教授。主要研究寄生虫学、热带医学及感染免疫病学。1994年发表著作《微笑蛔虫》（讲谈社），荣获讲谈社出版文化奖科学出版奖。藤田纮一郎为日本寄生虫研究第一把交椅，素有“寄生虫博士”之美称。另有《爱上寄生虫》（讲谈社）、《霍乱降临街头》（朝日新闻社）等多部著作。,7.6
